Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Have you completed this demographics page before?,Current location,,"In what year were you born? (enter 4-digit birth year; for example, 1976)",What is the highest level of school you have completed or the highest degree you have received?,Are you male or female?,Provide a short 1-2 word name of one physical activity.,"Describe the physical activity clearly. For example, if you wrote ""hockey"" above, clarify whether you meant field hockey or ice hockey. If you wrote ""martial arts,"" clarify which specific martial arts you practice. If you wrote ""gym,"" clarify which specific activity you did at the gym.","If you have a physical disability, to what extent does it interfere with your ability to do this activity?",Provide a short 1-2 word name of another physical activity.,"Describe the second physical activity clearly. Please be specific enough so that our analyst can group your physical activities with other people' similar physical activities. For example, if you wrote ""football,"" clarify whether you meant soccer, Gridiron football, rugby, or Australian rules football.","If you have a physical disability, to what extent does it interfere with your ability to do this second activity?","During the activity, do you engage with a group or go it solo?",,How expert are you at these physical activities?,,How much skill is required?,How predictable is the action?,To what extent do you find new and fresh experiences during the activity?,To what extent are there opportunities to express creativity during the activity?,How complex is the action and the environment in which it takes place?,How clear and straightforward are the long-term goals?,How quickly do you know whether what you wanted to accomplish in the long term was successful?,"How clear and straightforward are the short-term, moment-to-moment goals?",How quickly do you know whether what you wanted to accomplish in the short term was successful?,Does your extraneous mental chatter temporarily shut down during the activity?,How much time do you feel like is spent waiting for the next step in the activity?,How much of your body is involved in the activity? Is it full-body or only part of your body?,How much control do you feel like you can exert over your performance?,"During the activity, to what extent do you feel like you are in the present moment?",How spontaneous is your action?,"During the activity, how important does the activity feel?",To what extent do you care about how others judge your performance?,"After engaging in the physical activity, to what extent do you feel great?",What is the risk of minor physical injury (more than just muscle soreness)?,What is the risk of serious physical injury?
,,02/06/2017 12:04:30 PM,02/06/2017 12:10:10 PM,,,,,,,"Richmond, VA",USA,1992,Associate degree,Male,5k running,Running in one continuous interval a total of 5 kilometers or equivalently 3.1 miles.,I do not feel hindered or do not have a physical disability.,Resistance Training,Free weights lifting and core exercise.,I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Beginner,Both require roughly equal skill.,Both offer roughly equal predictability.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,{{Q9}} is somewhat more complex than {{Q6}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,Both turn off my mental chatter to a roughly equal extent.,{{ Q9 }} involves a lot more waiting than {{ Q6 }}.,Both involve my body to a roughly equal extent.,Both admit roughly equal control.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels effortless compare to {{Q9}} where I have to struggle and force myself.,Both have roughly equal stakes.,"During both {{Q9}} and {{Q6}}, I have roughly equal concern about others' evaluations.",{{Q6}} is somewhat more rewarding than {{Q9}}.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,02/06/2017 11:46:05 AM,02/06/2017 11:50:56 AM,,,,,,Yes,,,,,,Yoga,,I do not feel hindered or do not have a physical disability.,Playing soccer,,I do not feel hindered or do not have a physical disability.,Solo,Group,Beginner,Competent amateur,{{Q6}} requires somewhat more skill than {{Q9}}.,{{Q6}} is much more predictable than {{Q9}}.,{{Q9}} offers a much more novelty than {{Q6}}.,{{Q9}} admits much more creativity than {{Q6}}.,{{Q6}} is somewhat more complex than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,{{Q9}} has much more clear goals than {{Q6}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q6}} involves somewhat more of my body than {{Q9}}.,{{Q6}} permits much more control than {{Q9}}.,Both bring me into the present to a roughly equal extent.,{{Q9}} feels effortless compare to {{Q6}} where I have to struggle and force myself.,{{Q6}} has much higher stakes than {{Q9}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",Both are roughly equally rewarding.,{{Q9}} has much more chance of physical injury compare to {{Q6}}.,{{Q9}} has much more chance of serious physical injury compare to {{Q6}}.
,,02/06/2017 11:44:05 AM,02/06/2017 11:53:20 AM,,,,,,,"Richmond, VA",USA ,1997,"High school degree or equivalent (e.g., GED)",Female,Running ,Casual jogging around city,I feel slightly hindered.,Tennis,Singles tennis,I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Competent amateur,{{Q9}} requires much more skill than {{Q6}}.,{{Q6}} is much more predictable than {{Q9}}.,{{Q9}} offers a much more novelty than {{Q6}}.,{{Q6}} admits much more creativity than {{Q9}}.,{{Q9}} is somewhat more complex than {{Q6}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,{{Q9}} turns off my mental chatter somewhat more than {{Q6}}.,{{ Q9}} involves a somewhat more waiting than {{ Q6}}.,Both involve my body to a roughly equal extent.,{{Q6}} permits much more control than {{Q9}}.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels like less effort than {{Q9}}.,{{Q9}} has somewhat higher stakes than {{Q6}}.,"During {{Q9}}, I am somewhat more concerned about others' evaluations than during {{Q6}}.",Both are roughly equally rewarding.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,02/06/2017 11:41:07 AM,02/06/2017 11:45:38 AM,,,,,,,Bath,UK,1994,Some college but no degree,Male,Playing soccer,Playing soccer recreationally at university,I do not feel hindered or do not have a physical disability.,Yoga,,I do not feel hindered or do not have a physical disability.,Group,Solo,Competent amateur,Beginner,{{Q9}} requires somewhat more skill than {{Q6}}.,{{Q9}} is much more predictable than {{Q6}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,Both are of roughly equal complexity.,{{Q9}} has much more clear goals than {{Q6}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has much more immediate feedback than {{Q9}}.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q9}} involves somewhat more of my body than {{Q6}}.,{{Q9}} permits somewhat more control than {{Q6}}.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels effortless compare to {{Q9}} where I have to struggle and force myself.,{{Q9}} has much higher stakes than {{Q6}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",{{Q6}} is somewhat more rewarding than {{Q9}}.,{{Q6}} has somewhat more chance of physical injury compare to {{Q9}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 11:02:58 AM,02/06/2017 11:20:05 AM,,,,,,,"King William, VA",USA,1998,Some college but no degree,Female,Roller Derby,Women's flat track roller derby ,I do not feel hindered or do not have a physical disability.,Martial arts ,"Primarily jiu-jitsu, but also judo, kick boxing, wing chun, and wrestling ",I do not feel hindered or do not have a physical disability.,Group,Group,Beginner,Competent amateur,Both require roughly equal skill.,Both offer roughly equal predictability.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,Both admit roughly the same amount of creativity.,{{Q6}} is somewhat more complex than {{Q9}}.,Both have equally clear goals.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,Both offer roughly equally immediate feedback.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q9}} involves somewhat more of my body than {{Q6}}.,{{Q9}} permits somewhat more control than {{Q6}}.,Both bring me into the present to a roughly equal extent.,{{Q9}} feels like less effort than {{Q6}}.,Both have roughly equal stakes.,"During both {{Q9}} and {{Q6}}, I have roughly equal concern about others' evaluations.",Both are roughly equally rewarding.,{{Q9}} has somewhat more chance of physical injury compare to {{Q6}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 11:02:51 AM,02/06/2017 11:15:02 AM,,,,,,,Richmond,USA,1994,Associate degree,Male,Soccer,Outdoor field soccer,I do not feel hindered or do not have a physical disability.,Weightlifting,"Lifting weights at a gym, not for competitive purposes",I do not feel hindered or do not have a physical disability.,Group,Solo,Competent amateur,Beginner,{{Q6}} requires much more skill than {{Q9}}.,{{Q9}} is much more predictable than {{Q6}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,{{Q6}} is much more complex than {{Q9}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,{{ Q9}} involves a somewhat more waiting than {{ Q6}}.,{{Q9}} involves much more of my body than {{Q6}}.,{{Q6}} permits somewhat more control than {{Q9}}.,{{Q6}} brings me into the present somewhat more than {{Q9}}.,{{Q6}} feels like less effort than {{Q9}}.,Both have roughly equal stakes.,"During {{Q6}}, I am much more concerned about others' evaluations than during {{Q9}}.",{{Q9}} is somewhat more rewarding than {{Q6}}.,{{Q6}} has somewhat more chance of physical injury compare to {{Q9}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 10:59:04 AM,02/06/2017 11:02:11 AM,,,,,,,"Athens, OH",USA,1988,Graduate degree,Male,Cycling,road biking on paved trails ,,Golf,Classic golf,,Solo,Solo,Competent amateur,Competent amateur,{{Q9}} requires somewhat more skill than {{Q6}}.,{{Q6}} is much more predictable than {{Q9}}.,Both offer roughly equal novelty.,{{Q9}} admits somewhat more creativity than {{Q6}}.,{{Q9}} is somewhat more complex than {{Q6}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,{{Q6}} turns off my mental chatter somewhat more than {{Q9}}.,{{ Q9 }} involves a lot more waiting than {{ Q6 }}.,{{Q6}} involves much more of my body than {{Q9}}.,Both admit roughly equal control.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels like less effort than {{Q9}}.,{{Q9}} has somewhat higher stakes than {{Q6}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",Both are roughly equally rewarding.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 09:58:21 AM,02/06/2017 10:00:27 AM,,,,,,,"Richmond, VA",USA,1984,Graduate degree,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,02/06/2017 09:57:34 AM,02/06/2017 10:05:38 AM,,,,,,,"Midlothian, VA",USA,1966,Graduate degree,Male,running,,I do not feel hindered or do not have a physical disability.,refereeing high school basketball,,I do not feel hindered or do not have a physical disability.,Group,Group,Competent amateur,Expert or professional,{{Q9}} requires much more skill than {{Q6}}.,{{Q6}} is somewhat more predictable than {{Q9}}.,{{Q9}} offers a somewhat more novelty than {{Q6}}.,Both admit roughly the same amount of creativity.,{{Q9}} is much more complex than {{Q6}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q9}} turns off my mental chatter much more than {{Q6}}.,Both involve about the same amount of waiting.,Both involve my body to a roughly equal extent.,Both admit roughly equal control.,{{Q9}} brings me into the present much more than {{Q6}}.,{{Q6}} feels like less effort than {{Q9}}.,{{Q9}} has much higher stakes than {{Q6}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",Both are roughly equally rewarding.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,02/06/2017 09:38:35 AM,02/06/2017 09:41:52 AM,,,,,,,Dublin,Ireland,1992,Bachelor degree,Female,running,long distance,,football,GAA,,Solo,Group,Competent amateur,Competent amateur,{{Q9}} requires much more skill than {{Q6}}.,{{Q6}} is much more predictable than {{Q9}}.,{{Q9}} offers a much more novelty than {{Q6}}.,{{Q9}} admits somewhat more creativity than {{Q6}}.,{{Q9}} is much more complex than {{Q6}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,{{ Q9 }} involves a lot more waiting than {{ Q6 }}.,Both involve my body to a roughly equal extent.,{{Q9}} permits somewhat more control than {{Q6}}.,{{Q6}} brings me into the present much more than {{Q9}}.,{{Q9}} feels effortless compare to {{Q6}} where I have to struggle and force myself.,{{Q6}} has much higher stakes than {{Q9}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",{{Q6}} is much more rewarding than {{Q9}}.,{{Q9}} has somewhat more chance of physical injury compare to {{Q6}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 09:37:39 AM,02/06/2017 09:45:29 AM,,,,,,,"Richmond, VA",USA,1976,Graduate degree,Male,ultimate frisbee,"pick-up ultimate frisbee, 6 on 6 ",I do not feel hindered or do not have a physical disability.,cycling,"cycling to and from work (approximately 5 miles on regular roads, includes traffic signals and stop/start events 5-6 times in that distance)",I do not feel hindered or do not have a physical disability.,Group,Solo,Competent amateur,Competent amateur,{{Q6}} requires much more skill than {{Q9}}.,{{Q9}} is somewhat more predictable than {{Q6}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,Both are of roughly equal complexity.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q6}} involves somewhat more of my body than {{Q9}}.,{{Q9}} permits somewhat more control than {{Q6}}.,Both bring me into the present to a roughly equal extent.,Both require about the same extent of effort (both either effortless or effortful).,Both have roughly equal stakes.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",Both are roughly equally rewarding.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q9}} has much more chance of serious physical injury compare to {{Q6}}.
,,02/06/2017 09:30:26 AM,02/06/2017 09:31:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,02/06/2017 09:28:52 AM,02/06/2017 09:34:58 AM,,,,,,,"Richmond, VA",USA,1996,"High school degree or equivalent (e.g., GED)",Female,Running,Road running,I do not feel hindered or do not have a physical disability.,Swimming,Lap swimming,I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Expert or professional,{{Q9}} requires somewhat more skill than {{Q6}}.,{{Q6}} is somewhat more predictable than {{Q9}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q9}} admits much more creativity than {{Q6}}.,{{Q9}} is somewhat more complex than {{Q6}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q9}} turns off my mental chatter much more than {{Q6}}.,Both involve about the same amount of waiting.,Both involve my body to a roughly equal extent.,{{Q9}} permits somewhat more control than {{Q6}}.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q9}} feels like less effort than {{Q6}}.,Both have roughly equal stakes.,"During {{Q9}}, I am somewhat more concerned about others' evaluations than during {{Q6}}.",{{Q9}} is somewhat more rewarding than {{Q6}}.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,02/06/2017 08:58:34 AM,02/06/2017 09:05:18 AM,,,,,,,Richmond VA,United States,1994,Some college but no degree,Female,Elliptical ,Machine at the gym,I do not feel hindered or do not have a physical disability.,Speed walking,On high incline on treadmill ,I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Competent amateur,{{Q6}} requires somewhat more skill than {{Q9}}.,Both offer roughly equal predictability.,Both offer roughly equal novelty.,Both admit roughly the same amount of creativity.,{{Q6}} is somewhat more complex than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,Both involve my body to a roughly equal extent.,Both admit roughly equal control.,{{Q6}} brings me into the present somewhat more than {{Q9}}.,{{Q9}} feels like less effort than {{Q6}}.,{{Q6}} has somewhat higher stakes than {{Q9}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",{{Q6}} is much more rewarding than {{Q9}}.,{{Q6}} has somewhat more chance of physical injury compare to {{Q9}}.,The chance of serious physical injury is roughly equal.
,,02/06/2017 07:32:41 AM,02/06/2017 07:40:39 AM,,,,,,,"Richmond, VA",USA,1985,Graduate degree,Female,running,I run outside and enjoy participating in road races. I ran the Richmond half marathon in November 2016.,I do not feel hindered or do not have a physical disability.,swimming,I swim in an indoor pool for exercise.,I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Competent amateur,{{Q9}} requires somewhat more skill than {{Q6}}.,{{Q9}} is somewhat more predictable than {{Q6}}.,{{Q6}} offers a much more novelty than {{Q9}}.,{{Q9}} admits somewhat more creativity than {{Q6}}.,{{Q6}} is somewhat more complex than {{Q9}}.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,Both turn off my mental chatter to a roughly equal extent.,Both involve about the same amount of waiting.,Both involve my body to a roughly equal extent.,Both admit roughly equal control.,Both bring me into the present to a roughly equal extent.,{{Q9}} feels like less effort than {{Q6}}.,{{Q6}} has somewhat higher stakes than {{Q9}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",{{Q6}} is much more rewarding than {{Q9}}.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
